timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
256,6.907862186431885,0,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan
512,12.605756521224976,1,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
768,17.574934005737305,1,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1024,22.590086936950684,2,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1280,28.402483463287354,3,10.0,3.3333333,0.0,500,349.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1536,34.433019399642944,3,10.0,3.3333333,0.0,500,349.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1792,40.45536661148071,4,10.0,2.5,0.0,500,386.75,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2048,46.32903432846069,5,10.0,2.0,0.0,500,409.4,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2304,51.278677225112915,5,10.0,2.0,0.0,500,409.4,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2560,56.329493284225464,6,10.0,1.6666666,0.0,500,424.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2816,61.201478719711304,6,10.0,1.6666666,0.0,500,424.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3072,66.21359777450562,7,10.0,1.4285715,0.0,500,435.2857142857143,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3328,71.45398259162903,8,10.0,2.5,0.0,500,394.125,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3584,76.36691379547119,8,10.0,2.5,0.0,500,394.125,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3840,81.86441254615784,9,10.0,2.2222223,0.0,500,405.8888888888889,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4096,87.51795697212219,9,10.0,2.2222223,0.0,500,405.8888888888889,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4352,94.14828205108643,10,10.0,2.0,0.0,500,415.3,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4608,99.88889074325562,10,10.0,2.0,0.0,500,415.3,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4864,105.41310048103333,12,10.0,2.5,0.0,500,393.9166666666667,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5120,111.20606923103333,12,10.0,2.5,0.0,500,393.9166666666667,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
