timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
256,8.2914400100708,1,10.0,10.0,0.0,33,33.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
512,11.80069637298584,1,10.0,10.0,0.0,33,33.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
768,14.948465347290039,2,10.0,5.0,0.0,500,266.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1024,18.02881097793579,2,10.0,5.0,0.0,500,266.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1280,21.56743836402893,3,10.0,3.3333333,0.0,500,344.3333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1536,25.118976831436157,4,10.0,2.5,0.0,500,383.25,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1792,28.585291862487793,4,10.0,2.5,0.0,500,383.25,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2048,32.086865186691284,5,10.0,4.0,0.0,500,403.2,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2304,35.064828395843506,5,10.0,4.0,0.0,500,403.2,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2560,38.04282355308533,6,10.0,3.3333333,0.0,500,419.3333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2816,41.148184061050415,6,10.0,3.3333333,0.0,500,419.3333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3072,44.24238681793213,7,10.0,2.857143,0.0,500,430.85714285714283,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3328,47.33177590370178,7,10.0,2.857143,0.0,500,430.85714285714283,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3584,50.41557765007019,9,10.0,3.3333333,0.0,500,396.55555555555554,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3840,53.46382927894592,9,10.0,3.3333333,0.0,500,396.55555555555554,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4096,56.64718222618103,10,10.0,3.0,0.0,500,406.9,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4352,60.042179107666016,10,10.0,3.0,0.0,500,406.9,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4608,63.20986819267273,11,10.0,2.7272727,0.0,500,415.3636363636364,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4864,66.07477855682373,12,10.0,3.3333333,0.0,500,402.8333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5120,69.27052426338196,12,10.0,3.3333333,0.0,500,402.8333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5376,72.41459703445435,14,10.0,3.5714285,0.0,500,381.2857142857143,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5632,75.13766598701477,14,10.0,3.5714285,0.0,500,381.2857142857143,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5888,77.8937304019928,15,10.0,3.3333333,0.0,500,389.2,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6144,80.83228969573975,15,10.0,3.3333333,0.0,500,389.2,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6400,83.78910970687866,16,10.0,3.125,0.0,500,396.125,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6656,86.93382334709167,16,10.0,3.125,0.0,500,396.125,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6912,89.97510552406311,17,10.0,2.9411764,0.0,500,402.2352941176471,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7168,92.69278740882874,17,10.0,2.9411764,0.0,500,402.2352941176471,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7424,95.46270608901978,18,10.0,2.7777777,0.0,500,407.6666666666667,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7680,98.36688446998596,18,10.0,2.7777777,0.0,500,407.6666666666667,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7936,101.37367367744446,19,10.0,2.631579,0.0,500,412.5263157894737,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8192,104.5508029460907,21,10.0,3.3333333,0.0,500,390.0952380952381,0,0.047619047619047616,0.0,nan,0.0,0.0,nan,0.0,nan
8448,107.91194200515747,22,10.0,3.6363637,0.0,500,372.40909090909093,0,0.045454545454545456,0.0,nan,0.0,0.0,nan,0.0,nan
8704,111.26380443572998,23,10.0,3.4782608,0.0,500,377.95652173913044,0,0.043478260869565216,0.0,nan,0.0,0.0,nan,0.0,nan
8960,114.3715660572052,24,10.0,3.75,0.0,500,362.9166666666667,0,0.041666666666666664,0.0,nan,0.0,0.0,nan,0.0,nan
9216,117.52641129493713,25,10.0,3.6,0.0,500,368.4,0,0.04,0.0,nan,0.0,0.0,nan,0.0,nan
9472,120.39360475540161,25,10.0,3.6,0.0,500,368.4,0,0.04,0.0,nan,0.0,0.0,nan,0.0,nan
9728,123.22447896003723,27,10.0,3.7037036,0.0,500,360.0740740740741,0,0.037037037037037035,0.0,nan,0.0,0.0,nan,0.0,nan
9984,126.36196398735046,27,10.0,3.7037036,0.0,500,360.0740740740741,0,0.037037037037037035,0.0,nan,0.0,0.0,nan,0.0,nan
10240,129.47187995910645,28,10.0,3.5714285,0.0,500,365.07142857142856,0,0.03571428571428571,0.0,nan,0.0,0.0,nan,0.0,nan
10496,132.39383125305176,28,10.0,3.5714285,0.0,500,365.07142857142856,0,0.03571428571428571,0.0,nan,0.0,0.0,nan,0.0,nan
10752,135.4171965122223,29,10.0,3.4482758,0.0,500,369.7241379310345,0,0.034482758620689655,0.0,nan,0.0,0.0,nan,0.0,nan
11008,138.79525709152222,29,10.0,3.4482758,0.0,500,369.7241379310345,0,0.034482758620689655,0.0,nan,0.0,0.0,nan,0.0,nan
11264,142.08068919181824,30,10.0,3.3333333,0.0,500,374.06666666666666,0,0.03333333333333333,0.0,nan,0.0,0.0,nan,0.0,nan
11520,144.91452836990356,30,10.0,3.3333333,0.0,500,374.06666666666666,0,0.03333333333333333,0.0,nan,0.0,0.0,nan,0.0,nan
11776,147.76869750022888,31,10.0,3.2258065,0.0,500,378.1290322580645,0,0.03225806451612903,0.0,nan,0.0,0.0,nan,0.0,nan
12032,150.78647804260254,31,10.0,3.2258065,0.0,500,378.1290322580645,0,0.03225806451612903,0.0,nan,0.0,0.0,nan,0.0,nan
