timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
256,4.565664529800415,1,10.0,10.0,0.0,18,18.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
512,8.845357656478882,1,10.0,10.0,0.0,18,18.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
768,13.27450704574585,2,10.0,5.0,0.0,500,259.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1024,18.56208086013794,3,10.0,3.3333333,0.0,500,339.3333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1280,23.29334306716919,4,10.0,5.0,0.0,500,258.25,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1536,27.862728595733643,5,10.0,4.0,0.0,500,306.6,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1792,32.43653607368469,5,10.0,4.0,0.0,500,306.6,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2048,37.039429664611816,6,10.0,3.3333333,0.0,500,338.8333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2304,42.00411581993103,6,10.0,3.3333333,0.0,500,338.8333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2560,47.01241421699524,7,10.0,2.857143,0.0,500,361.85714285714283,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2816,51.9996223449707,7,10.0,2.857143,0.0,500,361.85714285714283,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3072,57.03180551528931,8,10.0,2.5,0.0,500,379.125,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3328,62.0019645690918,8,10.0,2.5,0.0,500,379.125,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3584,66.920907497406,9,10.0,2.2222223,0.0,500,392.55555555555554,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3840,71.51679420471191,9,10.0,2.2222223,0.0,500,392.55555555555554,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4096,76.31538009643555,10,10.0,2.0,0.0,500,403.3,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
