timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
256,28.894551277160645,0,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan
512,55.83811831474304,1,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
768,60.93507361412048,1,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1024,66.38540697097778,2,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1280,72.03189945220947,3,10.0,3.3333333,0.0,500,387.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1536,77.71449327468872,3,10.0,3.3333333,0.0,500,387.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1792,83.08870053291321,4,10.0,2.5,0.0,500,415.25,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2048,88.22897529602051,4,10.0,2.5,0.0,500,415.25,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2304,93.62697052955627,5,10.0,2.0,0.0,500,432.2,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2560,99.55425667762756,5,10.0,2.0,0.0,500,432.2,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2816,104.88137793540955,6,10.0,1.6666666,0.0,500,443.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3072,110.34160566329956,6,10.0,1.6666666,0.0,500,443.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3328,116.98347997665405,7,10.0,1.4285715,0.0,500,451.57142857142856,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3584,122.76980090141296,7,10.0,1.4285715,0.0,500,451.57142857142856,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3840,128.54200625419617,8,10.0,1.25,0.0,500,457.625,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4096,134.40352773666382,9,10.0,2.2222223,0.0,500,455.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4352,139.58670473098755,10,10.0,3.0,0.0,500,411.3,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4608,144.89589166641235,10,10.0,3.0,0.0,500,411.3,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4864,150.59865641593933,11,10.0,2.7272727,0.0,500,419.3636363636364,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5120,156.26427006721497,12,10.0,2.5,0.0,500,426.0833333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
