timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
256,16.64509868621826,1,10.0,10.0,0.0,104,104.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
512,22.441277027130127,1,10.0,10.0,0.0,104,104.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
768,28.812322854995728,2,10.0,5.0,0.0,500,302.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1024,35.46774411201477,2,10.0,5.0,0.0,500,302.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1280,41.96329927444458,3,10.0,3.3333333,0.0,500,368.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1536,48.33430528640747,3,10.0,3.3333333,0.0,500,368.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1792,54.862037897109985,5,10.0,4.0,0.0,500,321.8,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2048,61.15457487106323,5,10.0,4.0,0.0,500,321.8,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2304,67.53020238876343,7,10.0,4.285714,0.0,500,304.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2560,73.88381028175354,7,10.0,4.285714,0.0,500,304.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2816,80.03594756126404,8,10.0,3.75,0.0,500,328.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3072,86.03723955154419,8,10.0,3.75,0.0,500,328.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3328,92.2673270702362,10,10.0,4.0,0.0,500,322.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3584,98.82244515419006,10,10.0,4.0,0.0,500,322.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3840,105.2475426197052,11,10.0,3.6363637,0.0,500,338.6363636363636,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4096,111.77494931221008,12,10.0,4.1666665,0.0,500,328.25,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4352,118.50811171531677,12,10.0,4.1666665,0.0,500,328.25,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4608,125.18136405944824,13,10.0,3.8461537,0.0,500,341.46153846153845,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4864,132.01924777030945,13,10.0,3.8461537,0.0,500,341.46153846153845,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5120,137.95694589614868,14,10.0,3.5714285,0.0,500,352.7857142857143,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5376,143.4891164302826,14,10.0,3.5714285,0.0,500,352.7857142857143,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5632,149.36452651023865,15,10.0,3.3333333,0.0,500,362.6,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5888,155.28559756278992,15,10.0,3.3333333,0.0,500,362.6,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6144,161.5977771282196,18,10.0,3.8888888,0.0,500,333.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6400,167.5403971672058,18,10.0,3.8888888,0.0,500,333.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6656,173.7004747390747,19,10.0,3.6842105,0.0,500,341.7894736842105,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6912,180.13334369659424,19,10.0,3.6842105,0.0,500,341.7894736842105,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7168,186.67164206504822,20,10.0,3.5,0.0,500,349.7,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7424,193.1263403892517,20,10.0,3.5,0.0,500,349.7,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7680,199.81291818618774,21,10.0,3.3333333,0.0,500,356.85714285714283,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7936,206.6561679840088,21,10.0,3.3333333,0.0,500,356.85714285714283,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8192,212.9552731513977,22,10.0,3.1818182,0.0,500,363.3636363636364,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8448,218.94629001617432,22,10.0,3.1818182,0.0,500,363.3636363636364,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8704,224.80712127685547,23,10.0,3.0434783,0.0,500,369.30434782608694,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8960,230.50008368492126,23,10.0,3.0434783,0.0,500,369.30434782608694,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
9216,235.8844814300537,24,10.0,2.9166667,0.0,500,374.75,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
9472,241.40667390823364,24,10.0,2.9166667,0.0,500,374.75,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
9728,247.73830246925354,25,10.0,2.8,0.0,500,379.76,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
9984,254.30068254470825,25,10.0,2.8,0.0,500,379.76,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
10240,260.97378635406494,26,10.0,2.6923077,0.0,500,384.38461538461536,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
