timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
256,12.435134649276733,1,0.0,0.0,0.0,174,174.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
512,17.351203441619873,1,0.0,0.0,0.0,174,174.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
768,22.513161659240723,3,10.0,3.3333333,0.0,500,228.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1024,27.8997905254364,3,10.0,3.3333333,0.0,500,228.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1280,33.43616032600403,4,10.0,2.5,0.0,500,296.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1536,39.22471618652344,5,10.0,4.0,0.0,500,300.6,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1792,45.07065796852112,5,10.0,4.0,0.0,500,300.6,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2048,50.94751000404358,6,10.0,3.3333333,0.0,500,333.8333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2304,57.15267872810364,6,10.0,3.3333333,0.0,500,333.8333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2560,63.39931583404541,7,10.0,2.857143,0.0,500,357.57142857142856,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2816,69.3833429813385,7,10.0,2.857143,0.0,500,357.57142857142856,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3072,75.13725399971008,8,10.0,2.5,0.0,500,375.375,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3328,80.7508704662323,8,10.0,2.5,0.0,500,375.375,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3584,86.50280165672302,9,10.0,2.2222223,0.0,500,389.22222222222223,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3840,92.41900539398193,9,10.0,2.2222223,0.0,500,389.22222222222223,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4096,98.28211498260498,11,10.0,2.7272727,0.0,500,366.27272727272725,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4352,104.02825379371643,11,10.0,2.7272727,0.0,500,366.27272727272725,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4608,109.65791821479797,12,10.0,2.5,0.0,500,377.4166666666667,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4864,115.73204731941223,12,10.0,2.5,0.0,500,377.4166666666667,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5120,121.91105628013611,13,10.0,2.3076923,0.0,500,386.84615384615387,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5376,128.3821883201599,13,10.0,2.3076923,0.0,500,386.84615384615387,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5632,134.3775360584259,15,10.0,2.6666667,0.0,500,369.8,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5888,139.72872376441956,15,10.0,2.6666667,0.0,500,369.8,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6144,145.25827550888062,16,10.0,2.5,0.0,500,377.9375,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6400,150.87800073623657,16,10.0,2.5,0.0,500,377.9375,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6656,156.47506189346313,17,10.0,2.3529413,0.0,500,385.11764705882354,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6912,161.93864512443542,17,10.0,2.3529413,0.0,500,385.11764705882354,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7168,167.58950972557068,18,10.0,2.2222223,0.0,500,391.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7424,173.5187771320343,18,10.0,2.2222223,0.0,500,391.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7680,179.70959329605103,19,10.0,2.1052632,0.0,500,397.2105263157895,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7936,185.3355610370636,21,10.0,2.857143,0.0,500,366.7142857142857,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8192,190.80618572235107,21,10.0,2.857143,0.0,500,366.7142857142857,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8448,196.8336901664734,22,10.0,2.7272727,0.0,500,372.77272727272725,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8704,203.02817678451538,23,10.0,2.6086957,0.0,500,378.30434782608694,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8960,208.41761898994446,23,10.0,2.6086957,0.0,500,378.30434782608694,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
9216,213.722589969635,24,10.0,2.5,0.0,500,383.375,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
9472,219.35923671722412,24,10.0,2.5,0.0,500,383.375,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
9728,224.98669958114624,26,10.0,2.6923077,0.0,500,373.34615384615387,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
9984,230.1914665699005,27,10.0,2.9629629,0.0,500,361.962962962963,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
10240,235.18500590324402,27,10.0,2.9629629,0.0,500,361.962962962963,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
