timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
256,5.086347341537476,0,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan
512,9.765318632125854,1,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
768,15.570339441299438,1,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1024,20.932520866394043,2,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1280,26.00708842277527,2,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1536,30.954164743423462,3,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1792,35.37586069107056,3,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2048,40.03456735610962,4,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2304,45.440417766571045,4,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2560,50.89502811431885,6,10.0,1.6666666,0.0,500,418.3333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2816,56.244027614593506,6,10.0,1.6666666,0.0,500,418.3333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3072,61.44684934616089,7,10.0,1.4285715,0.0,500,430.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3328,65.92979001998901,7,10.0,1.4285715,0.0,500,430.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3584,70.6887595653534,8,10.0,1.25,0.0,500,438.75,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3840,76.24373054504395,8,10.0,1.25,0.0,500,438.75,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4096,81.4714605808258,9,10.0,1.1111112,0.0,500,445.55555555555554,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4352,86.32845497131348,9,10.0,1.1111112,0.0,500,445.55555555555554,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4608,91.41874766349792,10,10.0,1.0,0.0,500,451.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4864,96.98292946815491,10,10.0,1.0,0.0,500,451.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5120,102.51247310638428,12,10.0,1.6666666,0.0,500,423.9166666666667,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5376,107.6668267250061,13,10.0,2.3076923,0.0,500,401.6923076923077,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5632,112.41434645652771,13,10.0,2.3076923,0.0,500,401.6923076923077,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5888,117.4720709323883,14,10.0,2.142857,0.0,500,408.7142857142857,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6144,123.0001790523529,14,10.0,2.142857,0.0,500,408.7142857142857,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6400,127.71051859855652,16,10.0,2.5,0.0,500,389.25,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6656,132.24696826934814,16,10.0,2.5,0.0,500,389.25,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
6912,137.22941875457764,17,10.0,2.3529413,0.0,500,395.7647058823529,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7168,142.42098093032837,17,10.0,2.3529413,0.0,500,395.7647058823529,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7424,147.58726716041565,18,10.0,2.2222223,0.0,500,401.55555555555554,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7680,152.71863269805908,18,10.0,2.2222223,0.0,500,401.55555555555554,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
7936,157.77790355682373,19,10.0,2.1052632,0.0,500,406.7368421052632,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8192,162.87375950813293,19,10.0,2.1052632,0.0,500,406.7368421052632,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
8448,168.3437876701355,20,10.0,2.0,0.0,500,411.4,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
