timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
256,6.614514589309692,0,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan
512,12.051995038986206,1,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
768,17.999833822250366,1,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1024,23.987019777297974,2,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1280,29.224982261657715,2,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1536,34.440770626068115,3,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1792,40.54436635971069,3,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2048,46.97466850280762,4,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2304,53.06653046607971,5,10.0,2.0,0.0,500,425.8,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2560,58.788808822631836,5,10.0,2.0,0.0,500,425.8,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
2816,64.85122036933899,6,10.0,1.6666666,0.0,500,438.1666666666667,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3072,71.21419596672058,7,10.0,2.857143,0.0,500,431.57142857142856,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3328,76.99006485939026,7,10.0,2.857143,0.0,500,431.57142857142856,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3584,82.97131824493408,9,10.0,3.3333333,0.0,500,391.3333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
3840,88.6622200012207,9,10.0,3.3333333,0.0,500,391.3333333333333,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4096,94.18625164031982,10,10.0,3.0,0.0,500,402.2,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4352,99.61074304580688,10,10.0,3.0,0.0,500,402.2,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4608,105.13046646118164,11,10.0,2.7272727,0.0,500,411.09090909090907,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
4864,110.68053674697876,11,10.0,2.7272727,0.0,500,411.09090909090907,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
5120,116.28589081764221,12,10.0,2.5,0.0,500,418.5,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
