timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
256,5.981821775436401,0,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,nan
512,11.661069631576538,1,0.0,0.0,0.0,500,500.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
768,17.418125867843628,2,10.0,5.0,0.0,500,262.0,0,0.0,0.0,nan,0.0,0.0,nan,0.0,nan
1024,23.157464742660522,3,10.0,3.3333333,0.0,500,341.3333333333333,0,0.3333333333333333,0.0,nan,0.0,0.0,nan,0.0,nan
1280,29.010425806045532,3,10.0,3.3333333,0.0,500,341.3333333333333,0,0.3333333333333333,0.0,nan,0.0,0.0,nan,0.0,nan
1536,34.97536611557007,4,10.0,2.5,0.0,500,381.0,0,0.25,0.0,nan,0.0,0.0,nan,0.0,nan
1792,39.8653347492218,4,10.0,2.5,0.0,500,381.0,0,0.25,0.0,nan,0.0,0.0,nan,0.0,nan
2048,44.92323589324951,5,10.0,2.0,0.0,500,404.8,0,0.2,0.0,nan,0.0,0.0,nan,0.0,nan
2304,50.840147733688354,6,10.0,3.3333333,0.0,500,383.8333333333333,0,0.16666666666666666,0.0,nan,0.0,0.0,nan,0.0,nan
2560,56.27452111244202,8,10.0,5.0,0.0,500,290.125,0,0.125,0.0,nan,0.0,0.0,nan,0.0,nan
2816,62.265843629837036,8,10.0,5.0,0.0,500,290.125,0,0.125,0.0,nan,0.0,0.0,nan,0.0,nan
3072,67.2202558517456,9,10.0,4.4444447,0.0,500,313.44444444444446,0,0.1111111111111111,0.0,nan,0.0,0.0,nan,0.0,nan
3328,72.20998072624207,10,10.0,4.0,0.0,500,332.1,0,0.1,0.0,nan,0.0,0.0,nan,0.0,nan
3584,77.8474645614624,11,10.0,4.5454545,0.0,500,307.8181818181818,0,0.09090909090909091,0.0,nan,0.0,0.0,nan,0.0,nan
3840,83.50659942626953,11,10.0,4.5454545,0.0,500,307.8181818181818,0,0.09090909090909091,0.0,nan,0.0,0.0,nan,0.0,nan
4096,89.0113673210144,12,10.0,4.1666665,0.0,500,323.8333333333333,0,0.08333333333333333,0.0,nan,0.0,0.0,nan,0.0,nan
4352,94.527095079422,12,10.0,4.1666665,0.0,500,323.8333333333333,0,0.08333333333333333,0.0,nan,0.0,0.0,nan,0.0,nan
4608,99.97440552711487,13,10.0,3.8461537,0.0,500,337.38461538461536,0,0.07692307692307693,0.0,nan,0.0,0.0,nan,0.0,nan
4864,105.45345759391785,13,10.0,3.8461537,0.0,500,337.38461538461536,0,0.07692307692307693,0.0,nan,0.0,0.0,nan,0.0,nan
5120,110.5916178226471,14,10.0,3.5714285,0.0,500,349.0,0,0.07142857142857142,0.0,nan,0.0,0.0,nan,0.0,nan
5376,115.75623154640198,14,10.0,3.5714285,0.0,500,349.0,0,0.07142857142857142,0.0,nan,0.0,0.0,nan,0.0,nan
5632,121.12158226966858,15,10.0,3.3333333,0.0,500,359.06666666666666,0,0.06666666666666667,0.0,nan,0.0,0.0,nan,0.0,nan
5888,126.50536751747131,16,10.0,3.125,0.0,500,367.875,0,0.0625,0.0,nan,0.0,0.0,nan,0.0,nan
6144,131.480966091156,16,10.0,3.125,0.0,500,367.875,0,0.0625,0.0,nan,0.0,0.0,nan,0.0,nan
6400,136.51973152160645,17,10.0,2.9411764,0.0,500,375.6470588235294,0,0.058823529411764705,0.0,nan,0.0,0.0,nan,0.0,nan
6656,142.31981229782104,17,10.0,2.9411764,0.0,500,375.6470588235294,0,0.058823529411764705,0.0,nan,0.0,0.0,nan,0.0,nan
6912,148.2270951271057,18,10.0,2.7777777,0.0,500,382.55555555555554,0,0.05555555555555555,0.0,nan,0.0,0.0,nan,0.0,nan
7168,153.8942518234253,19,10.0,3.1578948,0.0,500,368.8421052631579,0,0.05263157894736842,0.0,nan,0.0,0.0,nan,0.0,nan
7424,159.3428177833557,19,10.0,3.1578948,0.0,500,368.8421052631579,0,0.05263157894736842,0.0,nan,0.0,0.0,nan,0.0,nan
7680,165.07301378250122,20,10.0,3.0,0.0,500,375.4,0,0.05,0.0,nan,0.0,0.0,nan,0.0,nan
7936,170.9104127883911,20,10.0,3.0,0.0,500,375.4,0,0.05,0.0,nan,0.0,0.0,nan,0.0,nan
8192,176.58201384544373,21,10.0,2.857143,0.0,500,381.3333333333333,0,0.047619047619047616,0.0,nan,0.0,0.0,nan,0.0,nan
8448,182.23735237121582,21,10.0,2.857143,0.0,500,381.3333333333333,0,0.047619047619047616,0.0,nan,0.0,0.0,nan,0.0,nan
8704,187.73933863639832,22,10.0,2.7272727,0.0,500,386.72727272727275,0,0.045454545454545456,0.0,nan,0.0,0.0,nan,0.0,nan
8960,193.32493472099304,22,10.0,2.7272727,0.0,500,386.72727272727275,0,0.045454545454545456,0.0,nan,0.0,0.0,nan,0.0,nan
9216,199.34010672569275,23,10.0,2.6086957,0.0,500,391.6521739130435,0,0.043478260869565216,0.0,nan,0.0,0.0,nan,0.0,nan
9472,205.39910769462585,23,10.0,2.6086957,0.0,500,391.6521739130435,0,0.043478260869565216,0.0,nan,0.0,0.0,nan,0.0,nan
9728,210.4535403251648,24,10.0,2.5,0.0,500,396.1666666666667,0,0.041666666666666664,0.0,nan,0.0,0.0,nan,0.0,nan
9984,215.29141497612,24,10.0,2.5,0.0,500,396.1666666666667,0,0.041666666666666664,0.0,nan,0.0,0.0,nan,0.0,nan
10240,220.79548239707947,25,10.0,2.4,0.0,500,400.32,0,0.04,0.0,nan,0.0,0.0,nan,0.0,nan
